id_contribuinte,cnpj,razao_social,cnae,desc_cnae,porte,regime_tributario,bairro,data_abertura,ativo,risco_latente,email,telefone
155,95.342.836/4408-00,Dias,9311-5,Academias e fitness,EPP,Lucro Presumido,Alto da Boa Vista,2016-08-11,1,0,martinslarissa@freitas.net,41 1784 4265
156,70.568.566/2462-00,Monteiro Cardoso - ME,5620-1,Serviços de alimentação,ME,Lucro Presumido,Esplanada dos Barreiros,2023-03-19,1,0,saemanuel@cavalcanti.com,+55 61 5133-9174
157,34.270.866/8826-00,da Rocha S/A,8512-1,Ensino fundamental,MEI,MEI,Ilha Porchat,2024-11-04,1,2,sarah99@da.gov.br,61 2732-7963
158,17.518.304/6990-00,Campos Pinto e Filhos,4120-4,Construção de edifícios,EPP,Lucro Presumido,Vila Nova,2020-11-21,1,1,jose-miguelmendes@peixoto.com.br,+55 (081) 0481 9251
159,35.403.317/3936-00,Viana,4120-4,Construção de edifícios,ME,Simples Nacional,Parque Bitaru,2022-10-30,1,0,riosdavi-miguel@fogaca.com,(084) 0067-1824
160,46.785.445/8771-00,Montenegro Aragão S/A,5310-5,Atividades dos correios,MEI,MEI,Glória,2019-01-08,1,0,anna-liz42@ribeiro.com.br,+55 11 7681 7784
161,35.560.932/0489-00,Câmara,8512-1,Ensino fundamental,ME,Lucro Presumido,Porto Grande,2021-06-19,1,1,marcelosiqueira@vasconcelos.edu.br,0500 312 4841
162,35.369.378/5477-00,Marques,9602-5,Cabeleireiros e similares,EPP,Lucro Presumido,Japuí,2023-09-11,1,0,ypimenta@abreu.org,+55 (021) 2831-1416
163,87.280.801/0062-00,Mendes,6920-6,Atividades contábeis,GR,Lucro Real,Japuí,2021-07-18,1,1,davi-luizsilva@albuquerque.com.br,0500 027 5507
164,20.387.509/9770-00,Fonseca - EI,4330-4,Acabamentos em construção,ME,Simples Nacional,Jardim Rio Branco,2025-11-02,0,1,monteiroelisa@jesus.org,+55 (081) 7923-7101
165,08.484.086/2118-00,Costa e Filhos,5310-5,Atividades dos correios,ME,Lucro Presumido,Centro,2022-06-24,1,0,brenocaldeira@pinto.com,(041) 2163-6458
166,54.615.679/3341-00,da Cruz da Luz - ME,4120-4,Construção de edifícios,ME,Lucro Presumido,Ilha Porchat,2024-03-15,1,1,carolina50@fogaca.org,+55 61 8396-4210
167,66.870.021/7659-00,Novaes,6202-3,Desenvolvimento de sistemas,MEI,MEI,Vila Bocaina,2025-08-04,1,0,cassianocaleb@martins.com.br,+55 81 9250-2671
168,39.740.148/9025-00,Correia Rezende - EI,8599-6,Treinamento e capacitação,MEI,MEI,Catiapoa,2024-01-13,0,0,ucardoso@araujo.net,+55 (071) 4889-5141
169,61.429.396/8562-00,Rezende Rocha - EI,4120-4,Construção de edifícios,MD,Lucro Presumido,Glória,2016-12-16,1,1,da-matamaria-flor@ribeiro.net,51 9401 5769
170,16.315.999/6504-00,Cavalcanti,7490-1,Consultoria empresarial,ME,Lucro Presumido,Centro,2024-10-17,1,0,vargaseloah@marques.com.br,81 3957-5630
171,58.662.961/9431-00,Araújo Marques - ME,8511-2,Educação infantil,ME,Lucro Presumido,Catiapoa,2024-08-19,1,0,talbuquerque@moura.com,71 0120-7164
172,26.551.104/7541-00,da Luz da Luz Ltda.,5611-2,Restaurantes e similares,MEI,MEI,Jardim Rio Branco,2019-11-14,1,0,da-matavitor-gabriel@alves.com,0900 860 5665
173,88.861.015/8199-00,da Mota,5620-1,Serviços de alimentação,ME,Lucro Presumido,Parque Bitaru,2020-02-16,1,1,davi-luccaleao@alves.br,+55 (011) 7983 5313
174,66.183.982/6224-00,das Neves e Filhos,7711-0,Locação de automóveis,ME,Simples Nacional,Cidade Nautica,2019-02-01,1,0,pastorjosue@da.br,+55 (031) 6113 4391
175,26.464.715/4379-00,Sampaio,8512-1,Ensino fundamental,ME,Simples Nacional,Vila Margarida,2018-06-27,1,1,diogoaraujo@barros.br,0900-750-2087
176,40.659.657/5692-00,Fogaça Pacheco S.A.,8511-2,Educação infantil,ME,Simples Nacional,Japuí,2024-05-24,1,2,osousa@machado.com,(071) 1175 4566
177,52.654.793/5646-00,Pimenta S/A,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Parque Bitaru,2017-02-28,1,0,abreubryan@cunha.gov.br,(021) 2946-6896
178,82.807.374/1672-00,da Rocha e Filhos,9311-5,Academias e fitness,MEI,MEI,Alto da Boa Vista,2017-11-29,1,1,vsantos@pimenta.com.br,11 2625-4405
179,26.617.979/6886-00,Dias,4330-4,Acabamentos em construção,MEI,MEI,Vila Nova,2020-02-03,1,0,clara85@viana.org,(084) 4580-6728
180,35.290.965/6101-00,Vasconcelos S.A.,6920-6,Atividades contábeis,MD,Lucro Presumido,Vila Margarida,2017-09-10,1,0,gustavo-henrique15@vieira.gov.br,0300 840 5377
181,56.798.250/7146-00,Siqueira - ME,4771-7,Comércio farmacêutico,ME,Simples Nacional,Parque Bitaru,2018-03-15,1,1,mendesana-sophia@marques.com,(051) 3811-7933
182,25.457.387/5717-00,Sá,7490-1,Consultoria empresarial,ME,Simples Nacional,Ilha Porchat,2024-07-22,1,0,xmartins@rezende.org,(071) 3166-5249
183,40.105.123/8282-00,Andrade - EI,8511-2,Educação infantil,MD,Lucro Real,Vila Margarida,2026-01-30,1,0,eloa13@pinto.gov.br,+55 11 5177 3208
184,62.266.093/7966-00,Almeida,9602-5,Cabeleireiros e similares,GR,Lucro Real,Catiapoa,2022-02-26,0,2,qmelo@monteiro.com.br,+55 (084) 3330 7067
185,19.182.553/7147-00,Alves,4120-4,Construção de edifícios,MEI,MEI,Cidade Nautica,2024-04-05,1,0,upastor@ramos.edu.br,0300-104-6502
186,69.155.792/4991-00,Campos,6911-7,Atividades jurídicas,MEI,MEI,Alto da Boa Vista,2022-02-12,1,0,hadassa39@melo.gov.br,+55 (021) 5467-7811
187,41.252.866/9296-00,Nogueira,6911-7,Atividades jurídicas,MEI,MEI,Catiapoa,2025-08-06,1,1,abreuluiz-fernando@goncalves.com,21 5219 9892
188,27.422.579/0507-00,Casa Grande - ME,8512-1,Ensino fundamental,MEI,MEI,Esplanada dos Barreiros,2023-06-04,1,0,eduardo51@vargas.br,+55 81 2049 4573
189,76.772.190/3404-00,Macedo,7711-0,Locação de automóveis,EPP,Lucro Presumido,Vila Bocaina,2019-02-09,1,0,wrios@viana.com,(061) 7568-1836
190,79.788.191/4858-00,Ribeiro,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Glória,2022-04-08,1,0,zda-rosa@novais.br,+55 (011) 9362-6410
191,36.134.074/5171-00,Souza,6202-3,Desenvolvimento de sistemas,MEI,MEI,Esplanada dos Barreiros,2022-12-30,1,1,rda-rocha@oliveira.br,(011) 7470-2205
192,95.962.923/3095-00,Novais da Cunha - ME,4330-4,Acabamentos em construção,ME,Simples Nacional,Glória,2018-01-02,1,2,bmendonca@nunes.com.br,41 8096-5689
193,44.948.126/0422-00,Gomes - ME,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Vila São Jorge,2025-06-23,1,1,beatriz51@gomes.com,0500 923 6483
194,67.294.667/1168-00,Lima,6911-7,Atividades jurídicas,MEI,MEI,Glória,2021-03-02,1,0,augustoteixeira@borges.gov.br,84 4159 0614
195,59.017.518/6363-00,Novaes S/A,6920-6,Atividades contábeis,EPP,Lucro Presumido,Parque Bitaru,2019-11-07,1,1,anthonymoraes@da.com,(051) 3939-3110
196,89.297.500/1701-00,Cavalcante Ltda.,6911-7,Atividades jurídicas,GR,Lucro Real,Vila São Jorge,2018-03-04,1,0,gomesbenjamin@jesus.com,(021) 4646 7838
197,06.324.241/5415-00,Nascimento,5620-1,Serviços de alimentação,ME,Lucro Presumido,Parque Bitaru,2024-02-11,1,1,maria-clarabrito@vasconcelos.com,(081) 8229 1101
198,43.611.037/1293-00,Nunes Cardoso S/A,5620-1,Serviços de alimentação,MEI,MEI,Vila Bocaina,2025-03-09,1,2,gael-henrique72@goncalves.com,(084) 9157-2367
199,51.627.136/1115-00,Rocha,8511-2,Educação infantil,MD,Lucro Presumido,Centro,2022-02-25,1,0,bento48@moraes.gov.br,+55 (061) 1260 5763
200,22.189.092/7532-00,Oliveira,8650-0,Atividades de saúde humana,EPP,Simples Nacional,Vila Bocaina,2021-01-10,1,1,agatha36@dias.com.br,+55 (061) 2810 4557
201,31.121.965/6523-00,Novaes,4921-3,Transporte rodoviário coletivo,MEI,MEI,Ilha Porchat,2023-10-25,1,2,ramosana-clara@pimenta.br,41 3291 8017
202,99.940.438/9836-00,Marques Azevedo Ltda.,7490-1,Consultoria empresarial,ME,Simples Nacional,Esplanada dos Barreiros,2017-12-17,1,1,ravi-lucca61@rodrigues.br,84 4035-6113
203,61.379.180/5526-00,Gonçalves,6202-3,Desenvolvimento de sistemas,MEI,MEI,Parque Bitaru,2025-11-03,1,2,caue42@da.com,41 3721 8867
204,82.710.910/4300-00,Cassiano - EI,9311-5,Academias e fitness,ME,Lucro Presumido,Vila São Jorge,2025-05-25,1,0,maria-luisasiqueira@ramos.br,+55 (021) 1086-0218
205,86.661.889/2414-00,Macedo,7711-0,Locação de automóveis,MD,Lucro Real,Vila Nova,2021-01-06,1,0,eduardaazevedo@sales.com,61 0379-6490
206,56.914.630/3161-00,Pastor S/A,4120-4,Construção de edifícios,MEI,MEI,Esplanada dos Barreiros,2020-09-26,1,2,saraaparecida@da.br,+55 (021) 4856-2856
207,21.020.275/8842-00,Abreu,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Cidade Nautica,2019-09-16,1,0,diogomelo@rios.org,21 8095 9801
208,05.648.149/1778-00,Rocha e Filhos,8630-5,Atividades de atenção à saúde,ME,Simples Nacional,Glória,2024-01-09,1,0,ada-rocha@nogueira.net,+55 51 2287 1695
209,24.191.380/0030-00,Aparecida Fonseca Ltda.,8512-1,Ensino fundamental,MEI,MEI,Vila São Jorge,2022-09-21,1,0,wnovaes@souza.com,71 9035-0293
210,08.635.365/4195-00,Moreira da Paz S/A,7711-0,Locação de automóveis,EPP,Simples Nacional,Japuí,2018-05-10,1,1,bmontenegro@vargas.br,+55 (011) 1788 2018
211,80.617.445/1870-00,Ferreira,6202-3,Desenvolvimento de sistemas,EPP,Simples Nacional,Catiapoa,2022-11-08,1,1,siqueiramathias@aparecida.gov.br,0900 143 1197
212,93.759.738/3206-00,Vieira S.A.,8650-0,Atividades de saúde humana,MEI,MEI,Jardim Rio Branco,2024-12-03,0,0,emillyda-costa@santos.br,81 4949 4414
213,05.064.138/3670-00,Nascimento - EI,5310-5,Atividades dos correios,MEI,MEI,Vila Nova,2016-11-20,1,0,jfreitas@cassiano.com.br,+55 (041) 2903-0958
214,03.865.719/1826-00,Rios,5611-2,Restaurantes e similares,ME,Lucro Presumido,Vila Margarida,2022-03-25,1,2,antonellada-luz@da.com.br,71 0496-0021
215,23.445.655/7431-00,da Costa,9311-5,Academias e fitness,ME,Simples Nacional,Vila Bocaina,2019-11-01,1,0,castrofernando@vieira.com,+55 (084) 3020-5110
216,12.775.618/5374-00,da Cruz - ME,5611-2,Restaurantes e similares,MEI,MEI,Japuí,2019-04-20,1,1,nmoura@cirino.net,+55 84 2409 9765
217,49.035.213/5680-00,Jesus e Filhos,8599-6,Treinamento e capacitação,ME,Simples Nacional,Japuí,2022-06-08,1,0,casa-grandehadassa@lopes.com,0800-475-6590
218,67.883.171/2100-00,Moreira Ribeiro S.A.,8630-5,Atividades de atenção à saúde,MEI,MEI,Centro,2022-02-14,1,1,valentina15@barbosa.com,0800 031 1359
219,65.199.410/1372-00,Aparecida,4330-4,Acabamentos em construção,MEI,MEI,Catiapoa,2021-11-01,1,1,joanapinto@casa.org,+55 (061) 5024 4177
220,70.296.670/6625-00,Barbosa,6911-7,Atividades jurídicas,EPP,Simples Nacional,Centro,2020-02-29,1,0,nnovais@carvalho.com,84 9173 9306
221,72.099.934/7687-00,Andrade,5620-1,Serviços de alimentação,MEI,MEI,Cidade Nautica,2019-05-14,1,2,joao-felipe42@sampaio.com.br,+55 (021) 3482 0357
222,63.838.065/7875-00,Peixoto,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Japuí,2019-03-30,1,0,spastor@da.net,+55 (061) 5437-3872
223,42.059.304/0785-00,Jesus Melo e Filhos,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Vila Bocaina,2023-04-08,1,2,alanasouza@da.br,+55 (041) 7415-8986
224,33.480.396/5223-00,Barros Ltda.,4330-4,Acabamentos em construção,GR,Lucro Real,Vila Margarida,2022-01-23,1,1,maria23@cirino.br,+55 (031) 5843 1143
225,59.929.378/4270-00,Ramos e Filhos,6920-6,Atividades contábeis,ME,Simples Nacional,Jardim Rio Branco,2024-12-24,1,0,noahgoncalves@andrade.com,31 9139 4059
226,87.059.325/2500-00,Sampaio,4330-4,Acabamentos em construção,EPP,Simples Nacional,Centro,2022-02-09,1,0,vcavalcanti@da.br,(084) 6149-2486
227,85.156.915/4522-00,Novaes Ltda.,5611-2,Restaurantes e similares,ME,Simples Nacional,Ilha Porchat,2023-10-09,1,2,leaomaria@cardoso.com.br,(081) 9471 8486
228,52.895.392/6442-00,Montenegro - ME,9602-5,Cabeleireiros e similares,MEI,MEI,Vila Nova,2025-01-27,1,0,ncamargo@da.br,(051) 3057 0862
229,90.295.939/1725-00,Souza,6201-5,Desenvolvimento de software,MEI,MEI,Ilha Porchat,2021-05-25,1,0,knogueira@casa.net,+55 (084) 8043 4107
230,21.570.433/1541-00,Cassiano - EI,4330-4,Acabamentos em construção,MEI,MEI,Vila São Jorge,2023-05-14,1,0,das-nevespietra@sampaio.gov.br,+55 61 8163-6361
231,62.676.586/1793-00,Santos,6202-3,Desenvolvimento de sistemas,MEI,MEI,Parque Bitaru,2023-08-23,1,1,andregarcia@santos.gov.br,(021) 3524 3821
232,05.411.526/2181-00,Costa,7490-1,Consultoria empresarial,EPP,Simples Nacional,Cidade Nautica,2017-02-04,1,0,hmendes@cavalcante.gov.br,81 0269 5614
233,06.296.201/5336-00,Câmara,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Jardim Rio Branco,2026-02-14,1,0,aviana@fogaca.gov.br,+55 (041) 2421-0659
234,44.310.698/7205-00,Caldeira,5310-5,Atividades dos correios,MEI,MEI,Vila Nova,2025-09-17,0,2,rafaelpacheco@ribeiro.br,+55 51 6454 0683
235,97.310.324/1714-00,Cunha e Filhos,7490-1,Consultoria empresarial,MEI,MEI,Ilha Porchat,2023-07-14,1,2,monteirohelena@da.com,31 3907 7390
236,41.862.565/2704-00,Brito,8512-1,Ensino fundamental,MEI,MEI,Porto Grande,2020-09-22,1,2,gaparecida@lopes.com,(021) 8784 3875
237,49.021.158/6938-00,Oliveira - ME,8630-5,Atividades de atenção à saúde,MEI,MEI,Ilha Porchat,2017-11-15,1,2,jcavalcante@da.com,+55 (011) 2416 1090
238,79.374.160/8989-00,Fonseca,7711-0,Locação de automóveis,ME,Lucro Presumido,Esplanada dos Barreiros,2016-08-28,1,2,eloahda-rocha@da.gov.br,+55 (061) 6715-2002
239,72.233.206/1632-00,Santos Nogueira e Filhos,4921-3,Transporte rodoviário coletivo,MEI,MEI,Vila Margarida,2020-08-05,1,0,kevin19@da.gov.br,+55 (041) 2995-7095
240,11.686.854/8709-00,Fernandes Azevedo Ltda.,8630-5,Atividades de atenção à saúde,GR,Lucro Real,Porto Grande,2019-03-04,1,0,camposemanuel@novais.com,+55 (051) 0354-2907
241,22.999.119/1485-00,Borges - ME,9602-5,Cabeleireiros e similares,ME,Simples Nacional,Vila Bocaina,2018-04-04,1,1,afreitas@viana.gov.br,0500-478-1500
242,79.970.246/2996-00,Peixoto Albuquerque Ltda.,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Vila Nova,2025-04-27,0,1,rochadaniel@fernandes.com.br,0300-368-6771
243,74.505.444/7132-00,Abreu,6911-7,Atividades jurídicas,ME,Simples Nacional,Centro,2025-12-17,1,2,avieira@castro.br,11 1908 4857
244,69.137.367/8508-00,Araújo e Filhos,8511-2,Educação infantil,MEI,MEI,Cidade Nautica,2022-05-21,1,0,diaslaura@garcia.net,+55 (081) 2369-2610
245,86.289.023/3030-00,Viana Sá - EI,7490-1,Consultoria empresarial,GR,Lucro Real,Jardim Rio Branco,2018-04-15,1,2,icavalcante@nunes.gov.br,0300 793 6873
246,57.861.035/7972-00,Mendes Araújo e Filhos,6920-6,Atividades contábeis,ME,Simples Nacional,Cidade Nautica,2018-05-04,1,1,umarques@barbosa.com.br,+55 (061) 0232-2695
247,24.140.602/9333-00,da Cunha - ME,8512-1,Ensino fundamental,MEI,MEI,Vila São Jorge,2022-07-10,1,0,oda-costa@goncalves.edu.br,(061) 4251 9132
248,00.722.903/4944-00,Moura,8630-5,Atividades de atenção à saúde,ME,Lucro Presumido,Esplanada dos Barreiros,2023-08-01,1,0,ana-sophialima@marques.com,+55 31 7360 4831
249,43.748.969/1085-00,Costa S/A,7711-0,Locação de automóveis,ME,Lucro Presumido,Parque Bitaru,2019-02-22,1,0,riosjoao-gabriel@viana.org,(071) 1252 1075
250,17.154.544/4328-00,da Rosa,4921-3,Transporte rodoviário coletivo,GR,Lucro Real,Cidade Nautica,2017-07-06,1,2,antonella77@santos.net,+55 (084) 4713 5406
251,52.074.466/6099-00,Cassiano,6202-3,Desenvolvimento de sistemas,EPP,Lucro Presumido,Vila Nova,2025-04-03,1,0,joao-felipe33@souza.com.br,71 7253 8140
252,87.584.282/4172-00,Nascimento,6911-7,Atividades jurídicas,MEI,MEI,Vila Nova,2016-07-19,1,1,da-cruzanna-liz@rocha.gov.br,61 0695 0883
253,51.353.465/5494-00,Aparecida Fonseca - EI,5310-5,Atividades dos correios,EPP,Simples Nacional,Vila Nova,2022-06-26,1,0,pietrorezende@pastor.com.br,+55 21 3386 2305
254,99.917.381/6846-00,Albuquerque,8599-6,Treinamento e capacitação,MD,Lucro Real,Centro,2020-03-16,1,1,ccirino@silva.com.br,+55 71 7249 5572
255,56.972.521/7525-00,Sousa - ME,5611-2,Restaurantes e similares,MD,Lucro Presumido,Catiapoa,2018-09-05,1,1,calebdas-neves@santos.com,(041) 2738 1977
256,32.927.129/6666-00,Farias,6201-5,Desenvolvimento de software,ME,Lucro Presumido,Cidade Nautica,2019-06-27,1,0,raquelrezende@carvalho.edu.br,84 4206-9397
257,83.505.830/0335-00,Costela,7711-0,Locação de automóveis,MD,Lucro Presumido,Centro,2021-07-14,1,2,souzaana-julia@dias.org,81 4012-5256
258,94.210.447/8985-00,Vasconcelos - ME,8599-6,Treinamento e capacitação,MEI,MEI,Esplanada dos Barreiros,2019-08-23,1,0,luiz-felipe98@cassiano.gov.br,+55 81 4303 0768
259,75.326.033/2309-00,Gonçalves Pimenta e Filhos,5611-2,Restaurantes e similares,ME,Lucro Presumido,Porto Grande,2023-11-13,1,1,apollo76@da.org,+55 84 7655 9676
260,06.489.090/1001-00,Fernandes,8599-6,Treinamento e capacitação,GR,Lucro Real,Jardim Rio Branco,2023-04-02,1,0,guerrayago@santos.gov.br,+55 61 5867-4099
261,47.230.461/8499-00,Fonseca,7711-0,Locação de automóveis,ME,Simples Nacional,Esplanada dos Barreiros,2022-11-01,1,0,gribeiro@nogueira.br,+55 (081) 8976 5623
262,91.411.739/3483-00,Almeida Ltda.,9602-5,Cabeleireiros e similares,GR,Lucro Real,Esplanada dos Barreiros,2022-10-07,1,1,pimentalaura@cirino.com,61 5563 1563
263,08.737.530/0119-00,Cardoso Cavalcante S.A.,9602-5,Cabeleireiros e similares,EPP,Lucro Presumido,Japuí,2024-11-09,1,0,hfernandes@da.com.br,(051) 2025-3354
264,81.143.744/7012-00,Lopes,5611-2,Restaurantes e similares,ME,Simples Nacional,Glória,2020-08-19,1,0,andrademaria-fernanda@monteiro.org,+55 11 9238-2456
265,56.110.022/5579-00,Caldeira,8650-0,Atividades de saúde humana,MEI,MEI,Glória,2022-11-19,1,2,benicio79@da.com.br,(041) 0421 7784
266,52.166.746/7621-00,Fonseca Ltda.,7490-1,Consultoria empresarial,EPP,Lucro Presumido,Ilha Porchat,2024-02-06,1,2,thomasborges@silva.com,0500 123 8311
267,69.797.296/5902-00,Pacheco Correia Ltda.,6202-3,Desenvolvimento de sistemas,GR,Lucro Real,Vila Margarida,2016-07-06,1,0,psousa@montenegro.com.br,+55 11 9870 4634
268,67.014.508/9935-00,Ribeiro Fonseca - EI,8512-1,Ensino fundamental,EPP,Simples Nacional,Porto Grande,2020-04-25,1,2,tpinto@da.com,+55 61 7280 1784
269,37.562.890/0287-00,Novaes,4921-3,Transporte rodoviário coletivo,EPP,Simples Nacional,Vila Bocaina,2023-12-01,1,0,ocamara@siqueira.gov.br,+55 (011) 8334 7966
270,75.354.083/8663-00,Fogaça,5620-1,Serviços de alimentação,ME,Simples Nacional,Glória,2022-11-21,1,0,sophia81@guerra.br,(011) 8642 9827
271,77.517.016/6088-00,Pinto - ME,8511-2,Educação infantil,GR,Lucro Real,Vila Margarida,2024-09-20,0,1,ayla01@caldeira.gov.br,81 3423 2293
272,88.375.503/7589-00,Campos,7490-1,Consultoria empresarial,MEI,MEI,Porto Grande,2024-11-15,1,1,da-rochadanilo@da.gov.br,(061) 6655-7587
273,13.055.488/5102-00,Sá,6920-6,Atividades contábeis,ME,Lucro Presumido,Vila Margarida,2018-06-05,1,0,duartemelina@jesus.net,+55 (081) 7951-3017
274,93.316.373/5160-00,Pereira,9602-5,Cabeleireiros e similares,MEI,MEI,Cidade Nautica,2024-02-29,1,1,ayla11@da.br,+55 31 1630 8155
275,77.982.708/0869-00,Fernandes,9311-5,Academias e fitness,ME,Simples Nacional,Glória,2025-05-18,1,1,ryan47@teixeira.net,(081) 6445 7711
276,92.216.995/8669-00,Sales,4771-7,Comércio farmacêutico,ME,Simples Nacional,Jardim Rio Branco,2020-03-09,1,2,uramos@araujo.br,41 8893 6731
277,54.722.698/4858-00,da Cruz,4330-4,Acabamentos em construção,ME,Lucro Presumido,Vila Bocaina,2024-08-16,1,0,acarvalho@freitas.br,(031) 5952 6631
278,45.228.851/5879-00,Duarte Almeida Ltda.,4120-4,Construção de edifícios,MD,Lucro Presumido,Alto da Boa Vista,2025-03-26,1,0,santosravi@lima.com,+55 (084) 7542 5329
279,60.810.620/0342-00,Albuquerque Rios - ME,9602-5,Cabeleireiros e similares,MEI,MEI,Porto Grande,2021-07-28,1,0,hcostela@casa.com,71 2523 0907
280,04.380.571/9838-00,Abreu - ME,8630-5,Atividades de atenção à saúde,EPP,Simples Nacional,Ilha Porchat,2016-06-22,1,1,nunesisabella@ribeiro.com.br,+55 (021) 5218 6180
281,06.665.800/4397-00,Lopes Aparecida - EI,4771-7,Comércio farmacêutico,EPP,Lucro Presumido,Jardim Rio Branco,2023-05-30,1,0,vasconcelosmariana@melo.gov.br,(051) 1921 0027
282,34.721.228/1606-00,Duarte,6920-6,Atividades contábeis,MEI,MEI,Glória,2016-06-26,1,0,amanda49@guerra.br,+55 (031) 4059-3542
283,94.057.202/5909-00,Nunes,8630-5,Atividades de atenção à saúde,ME,Simples Nacional,Japuí,2022-11-28,1,0,rafaelsouza@ribeiro.org,(071) 8349 1265
284,98.515.832/8182-00,Pereira Casa Grande Ltda.,8650-0,Atividades de saúde humana,ME,Lucro Presumido,Glória,2016-09-11,1,0,joana11@porto.br,(081) 6001-5861
285,53.355.543/9878-00,da Rocha - ME,5310-5,Atividades dos correios,MD,Lucro Real,Vila Margarida,2025-10-26,1,0,oda-conceicao@pinto.com.br,+55 31 5353-6991
286,57.399.305/6164-00,Monteiro - EI,6201-5,Desenvolvimento de software,ME,Simples Nacional,Vila Nova,2019-04-14,1,1,benjamimduarte@casa.com,(021) 9883 7791
287,85.887.704/3581-00,Aragão,8650-0,Atividades de saúde humana,ME,Simples Nacional,Porto Grande,2023-08-24,1,1,orodrigues@costela.edu.br,41 3585 0134
288,13.361.386/1207-00,Lima,5620-1,Serviços de alimentação,MD,Lucro Presumido,Vila Nova,2017-02-15,1,2,isadoraborges@albuquerque.com,31 2338 8014
289,02.481.934/6676-00,Mendonça,6202-3,Desenvolvimento de sistemas,MEI,MEI,Vila Margarida,2024-06-24,1,2,maitepires@oliveira.org,0300 502 1840
290,18.091.901/5814-00,Silveira S/A,6201-5,Desenvolvimento de software,ME,Lucro Presumido,Vila Nova,2017-08-03,1,0,hcunha@costa.gov.br,(041) 1091 6121
291,76.607.283/2684-00,Nascimento Guerra S.A.,8650-0,Atividades de saúde humana,ME,Simples Nacional,Cidade Nautica,2018-05-12,1,2,tcamara@pastor.com,+55 (061) 2589-3123
292,50.882.100/9968-00,Freitas Brito Ltda.,5611-2,Restaurantes e similares,ME,Lucro Presumido,Vila Nova,2026-01-06,1,0,andremendes@marques.edu.br,+55 (084) 7777-5416
293,53.682.223/9431-00,Campos Lima S.A.,7490-1,Consultoria empresarial,ME,Lucro Presumido,Catiapoa,2017-12-19,1,0,marquesaurora@sales.edu.br,+55 (041) 6812 7929
294,87.814.141/3975-00,Pinto,9311-5,Academias e fitness,MEI,MEI,Ilha Porchat,2024-06-17,1,0,olivia64@goncalves.gov.br,(021) 1256 9782
295,91.357.759/4929-00,Cavalcante Ramos - EI,4330-4,Acabamentos em construção,MEI,MEI,Cidade Nautica,2022-09-27,1,0,luccanovaes@costa.org,+55 (051) 0148 1208
296,05.336.452/5777-00,Mendonça S.A.,6911-7,Atividades jurídicas,MEI,MEI,Japuí,2025-11-06,1,1,luisa10@da.com.br,+55 (041) 3932 7853
297,12.914.283/4110-00,Aragão Ltda.,8650-0,Atividades de saúde humana,MEI,MEI,Esplanada dos Barreiros,2025-07-22,1,0,isaque69@castro.com.br,0900-005-7464
298,93.084.887/2563-00,Pires,6201-5,Desenvolvimento de software,MD,Lucro Real,Glória,2021-10-03,1,0,dcampos@monteiro.br,61 2659-5638
